WKT,nama,deskripsi
"POLYGON ((106.7987251 -6.5933368, 106.7978239 -6.5930811, 106.7969227 -6.593209, 106.7961073 -6.5937632, 106.7950773 -6.5941895, 106.7944765 -6.5951274, 106.7938328 -6.5964489, 106.7934466 -6.5977705, 106.7943907 -6.5994331, 106.7950344 -6.601181, 106.7955065 -6.6024173, 106.796236 -6.6033125, 106.7960644 -6.6021189, 106.7971802 -6.6022894, 106.7983389 -6.6024173, 106.798811 -6.6030141, 106.8001413 -6.6025452, 106.8012142 -6.6025452, 106.80233 -6.602332, 106.8035317 -6.601991, 106.8046475 -6.6016499, 106.804862 -6.6024173, 106.8049049 -6.6004989, 106.8049479 -6.5987937, 106.8045616 -6.5978984, 106.8044329 -6.5970031, 106.8046045 -6.5957242, 106.8040037 -6.5947863, 106.8033171 -6.5938911, 106.80233 -6.5926974, 106.8015146 -6.5920153, 106.7999697 -6.5922284, 106.7987251 -6.5933368))",ALUN ALUN BOGOR,
