WKT,nama,deskripsi
"POLYGON ((106.9687354 -6.1024559, 106.9687938 -6.0934121, 106.9605541 -6.0947777, 106.9433879 -6.0981915, 106.9248485 -6.102288, 106.896696 -6.0975087, 106.8802165 -6.096826, 106.8685436 -6.1043363, 106.856184 -6.1145775, 106.844511 -6.1200394, 106.8225383 -6.1193566, 106.8142986 -6.1261839, 106.8060588 -6.1152602, 106.7971324 -6.102288, 106.7854595 -6.10775, 106.7696666 -6.1029708, 106.7682933 -6.115943, 106.7628002 -6.1029708, 106.7490673 -6.1043363, 106.7373943 -6.099557, 106.7367076 -6.1084328, 106.7291545 -6.1125293, 106.7229747 -6.0913638, 106.7044353 -6.0981915, 106.6845226 -6.0988742, 106.6941356 -6.1138947, 106.6838359 -6.123453, 106.6900157 -6.1336938, 106.6852092 -6.142569, 106.6872692 -6.1596364, 106.6872692 -6.1732898, 106.7119884 -6.1814817, 106.7250347 -6.2040088, 106.7167949 -6.2210741, 106.7442607 -6.2265349, 106.7490673 -6.2456472, 106.7666749 -6.2895828, 106.7692499 -6.2962373, 106.7704515 -6.3005029, 106.775773 -6.3039154, 106.7743997 -6.3097166, 106.776288 -6.3155177, 106.7822883 -6.3168677, 106.7888115 -6.3165264, 106.7901848 -6.3141378, 106.7932747 -6.3160146, 106.8009994 -6.3153321, 106.8051193 -6.3146496, 106.8095825 -6.3143084, 106.8088958 -6.3166971, 106.8059776 -6.3233512, 106.8035743 -6.327446, 106.8023727 -6.3315407, 106.7997978 -6.3332469, 106.8001411 -6.3417775, 106.7979095 -6.347237, 106.7949913 -6.3453603, 106.7929313 -6.3479194, 106.7937896 -6.3508198, 106.7924163 -6.3521846, 106.793618 -6.3542319, 106.7927597 -6.3591795, 106.7934463 -6.364127, 106.7996261 -6.3658331, 106.8025444 -6.363274, 106.8102691 -6.364127, 106.815419 -6.3562792, 106.8291519 -6.3564498, 106.8343017 -6.3552556, 106.835675 -6.352014, 106.8392799 -6.3521846, 106.83722 -6.3470664, 106.8391082 -6.3453603, 106.8385933 -6.3436542, 106.836705 -6.3446779, 106.8349884 -6.3434836, 106.8368766 -6.341095, 106.8385933 -6.3417775, 106.8427131 -6.3422893, 106.8459747 -6.3409244, 106.8466613 -6.3370003, 106.8492363 -6.3359767, 106.8509529 -6.3383652, 106.8512962 -6.3414363, 106.8538711 -6.3429718, 106.8531845 -6.3455309, 106.8562744 -6.347237, 106.8555877 -6.351161, 106.8583343 -6.3521846, 106.8612526 -6.3573028, 106.8646858 -6.3562792, 106.870179 -6.3525259, 106.8739555 -6.3564498, 106.8713806 -6.3593501, 106.8741272 -6.3619092, 106.8789337 -6.361568, 106.878762 -6.3642976, 106.8842552 -6.3656625, 106.8825386 -6.3694157, 106.8852852 -6.3699275, 106.8890617 -6.3685627, 106.8926666 -6.3700981, 106.8966148 -6.3692451, 106.9007347 -6.3699275, 106.902623 -6.3656625, 106.9048546 -6.3607149, 106.9081161 -6.361568, 106.9108627 -6.3636152, 106.9139526 -6.3646388, 106.9146392 -6.3692451, 106.9151542 -6.3591795, 106.9161842 -6.3549143, 106.9192741 -6.3513316, 106.9196174 -6.3351236, 106.9211624 -6.3318819, 106.9199608 -6.3286403, 106.9182441 -6.3277872, 106.9191024 -6.3262516, 106.9216774 -6.3233512, 106.9199608 -6.3223275, 106.922364 -6.3153321, 106.9208191 -6.3085073, 106.9216774 -6.3035592, 106.9192741 -6.299123, 106.9161842 -6.297758, 106.9124077 -6.2984405, 106.9115493 -6.2946867, 106.9098327 -6.2899092, 106.9088028 -6.2849609, 106.9069145 -6.2827427, 106.9089744 -6.2818896, 106.9088028 -6.279842, 106.9096611 -6.2728461, 106.9050262 -6.2707985, 106.9048546 -6.264485, 106.9043396 -6.2605603, 106.9086311 -6.2581714, 106.9154976 -6.2586833, 106.9168708 -6.2552705, 106.9165275 -6.2525403, 106.9197891 -6.2503219, 106.9216774 -6.2539054, 106.9266555 -6.254076, 106.9297455 -6.2528816, 106.931977 -6.2544173, 106.9352386 -6.2530522, 106.9405601 -6.2539054, 106.9434784 -6.2516871, 106.9434784 -6.2412779, 106.9422767 -6.2385476, 106.9465683 -6.2327456, 106.9463966 -6.2269436, 106.9479416 -6.2225067, 106.9508598 -6.2192644, 106.955323 -6.2192644, 106.9577263 -6.2172166, 106.9584129 -6.2144861, 106.9599579 -6.2127796, 106.9621895 -6.2149981, 106.9661377 -6.212097, 106.9656227 -6.2025403, 106.967511 -6.1987858, 106.9661377 -6.1950314, 106.9690559 -6.1948607, 106.9712875 -6.1875223, 106.9726608 -6.1791598, 106.9711158 -6.1656772, 106.9721686 -6.1517826, 106.9714819 -6.1425662, 106.970452 -6.1338616, 106.9706236 -6.125669, 106.969937 -6.1169642, 106.970452 -6.1080886, 106.9687354 -6.1024559))",DKI JAKARTA,JAKARTA PUSAT, JAKARTA TIMUR, JAKARTA UTARA, JARATRA SELATAN, JAKARTA BARAT
