WKT,nama,deskripsi
"POLYGON ((110.8314682 -8.2037747, 110.8287217 -8.1711516, 110.806749 -8.135807, 110.7957627 -8.1575579, 110.7820298 -8.1249311, 110.7792832 -8.0923016, 110.7600571 -8.0542305, 110.7545639 -8.0188756, 110.7655503 -7.9780777, 110.7600571 -7.9127925, 110.7765366 -7.8747047, 110.7875229 -7.8148454, 110.7573105 -7.8202875, 110.7325913 -7.803961, 110.7106186 -7.7740273, 110.6804062 -7.8066821, 110.655687 -7.7821913, 110.6282212 -7.7957975, 110.5952622 -7.7930763, 110.5623032 -7.7849126, 110.5265976 -7.7930763, 110.4963852 -7.7740273, 110.4853989 -7.7386484, 110.471666 -7.6706038, 110.4606797 -7.6216049, 110.4469468 -7.575323, 110.4414536 -7.5426504, 110.3892685 -7.5780456, 110.3563095 -7.6161602, 110.3151108 -7.6433829, 110.2711655 -7.6678818, 110.2794052 -7.6951011, 110.254686 -7.6787697, 110.2601792 -7.6406607, 110.2299668 -7.6488272, 110.1915146 -7.6433829, 110.1503159 -7.6379385, 110.1173569 -7.6515493, 110.1228501 -7.6814917, 110.1310898 -7.7141536, 110.1173569 -7.74137, 110.0981308 -7.7876338, 110.0734116 -7.8066821, 110.0541855 -7.8366135, 110.0404526 -7.8747047, 110.0267197 -7.8964696, 109.9992539 -7.8774254, 110.070665 -7.9291148, 110.1310898 -7.9508768, 110.2052475 -7.9835177, 110.2464463 -7.9971172, 110.3178574 -8.0243151, 110.3645493 -8.0623889, 110.4496933 -8.1086167, 110.5211045 -8.133088, 110.5870224 -8.1494014, 110.6858994 -8.1820263, 110.7545639 -8.2092116, 110.8314682 -8.2037747))",DI YOGYAKARTA,
